version,label,method,status,scope,correct,cpu_s,wall_s,memory_sum_b,paired_memory_delta_pct,optimization_start,optimization_end,optimization_duration_minutes,correct_vs_baseline,cpu_vs_baseline_pct,wall_vs_baseline_pct,source
0,Baseline,Pristine cloned Deagle,baseline,exact725,444,12737.303,12762.179,68299001856,0,,,,0,0,0,source-records/shallow-counterexample-full-v46-20260723/conclusion.md
1,V1,Watched CO-FR Event-Driven Shadow,failed,target_or_audit,,,,,,2026-07-22T14:48:45.000Z,2026-07-22T14:52:17.889Z,3.548153456052144,,,,source-records/watched-cofr-event-driven-shadow-20260722/conclusion.md
2,V2,Watched CO-FR Event-Driven Shadow Repair,audit,target_or_audit,,,,,,2026-07-22T14:53:21.000Z,2026-07-22T14:55:01.541Z,1.6756863156954447,,,,source-records/watched-cofr-event-driven-shadow-v2-20260722/conclusion.md
3,V3,Watched CO-FR Event-Driven Diagnostic,failed,target_or_audit,,,,,,2026-07-22T14:58:04.000Z,2026-07-22T15:00:32.801Z,2.4800193945566815,,,,source-records/watched-cofr-event-driven-diagnostic-v3-20260722/conclusion.md
4,V4,First-Missing CO-FR Watch,audit,target_or_audit,,,,,,2026-07-22T15:02:26.000Z,2026-07-22T15:03:38.405Z,1.2067516803741456,,,,source-records/watched-cofr-first-missing-v4-20260722/conclusion.md
5,V5,First-Missing CO-FR Profile,audit,target_or_audit,,,,,,2026-07-22T15:07:00.000Z,2026-07-22T15:08:20.476Z,1.3412826935450235,,,,source-records/watched-cofr-first-missing-profile-v5-20260722/conclusion.md
6,V6,Missing-Rule CO-FR Watch,audit,target_or_audit,,,,,,2026-07-22T15:09:54.000Z,2026-07-22T15:11:31.684Z,1.6280807932217916,,,,source-records/watched-cofr-missing-rule-v6-20260722/conclusion.md
7,V7,RF-Activation Watch,audit,target_or_audit,,,,,,2026-07-22T15:14:19.000Z,2026-07-22T15:15:36.436Z,1.290611449877421,,,,source-records/watched-cofr-rf-activation-v7-20260722/conclusion.md
8,V8,RF-Activation 14-Task Gate,audit,target_or_audit,,,,,,2026-07-22T15:16:52.000Z,2026-07-22T15:19:24.155Z,2.5359304348627725,,,,source-records/watched-cofr-rf-activation-14task-v8-20260722/conclusion.md
9,V9,Dynamic Watched-Closure Query,audit,target_or_audit,,,,,,2026-07-22T15:25:38.000Z,2026-07-22T15:28:06.343Z,2.4723941802978517,,,,source-records/watched-closure-dynamic-query-v9-20260722/conclusion.md
10,V10,Watched Callback Extraction,audit,target_or_audit,,,,,,2026-07-22T15:30:59.000Z,2026-07-22T15:33:33.356Z,2.572615472475688,,,,source-records/watched-callback-extraction-v10-20260722/conclusion.md
11,V11,Watched Callback Takeover,audit,target_or_audit,,,,,,2026-07-22T15:45:12.000Z,2026-07-22T15:49:25.572Z,4.226201470692953,,,,source-records/watched-callback-takeover-v11-20260722/conclusion.md
12,V12,Native Callback Ordering,audit,target_or_audit,,,,,,2026-07-22T16:14:06.000Z,2026-07-22T16:17:16.967Z,3.182784903049469,,,,source-records/watched-callback-native-order-v12-20260722/conclusion.md
13,V13,Native Callback Fallback,audit,target_or_audit,,,,,,2026-07-22T16:22:29.000Z,2026-07-22T16:24:26.960Z,1.9660032868385315,,,,source-records/watched-callback-native-fallback-v13-20260722/conclusion.md
14,V14,Immediate Watched Callback,audit,target_or_audit,,,,,,2026-07-22T16:34:54.000Z,2026-07-22T16:40:12.526Z,5.308779700597127,,,,source-records/watched-immediate-callback-v14-20260723/conclusion.md
15,V15,Compact Watched Provenance,audit,target_or_audit,,,,,,2026-07-22T16:45:49.000Z,2026-07-22T16:49:14.125Z,3.4187654495239257,,,,source-records/watched-compact-provenance-v15-20260723/conclusion.md
16,V16,Native Closure Row Skip,audit,target_or_audit,,,,,,2026-07-22T16:56:58.000Z,2026-07-22T17:03:42.889Z,6.748163882891337,,,,source-records/native-closure-row-skip-v16-20260723/conclusion.md
17,V17,Linear Reason Merge,failed,target_or_audit,,,,,,,,,,,,source-records/shallow-prepass-trigger-v47-20260723/conclusion.md
18,V18,Repaired Linear Reason Merge,failed,target_or_audit,,,,,,,,,,,,source-records/shallow-prepass-trigger-v47-20260723/conclusion.md
19,V19,CPU Hotspot Audit,audit,target_or_audit,,,,,,,,,,,,source-records/shallow-prepass-trigger-v47-20260723/conclusion.md
20,V20,Clean Adaptive Residual Profile,audit,target_or_audit,,,,,,,,,,,,source-records/shallow-prepass-trigger-v47-20260723/conclusion.md
21,V21,Native Packed Delta Shadow,audit,target_or_audit,,,,,,2026-07-22T18:44:28.000Z,2026-07-22T19:10:33.000Z,26.083333333333332,,,,source-records/native-packed-delta-shadow-v21-20260723/conclusion.md
22,V22,Native Packed Delta Takeover,audit,target_or_audit,,,,,,2026-07-22T18:54:15.000Z,2026-07-22T19:10:33.000Z,16.3,,,,source-records/native-packed-delta-takeover-v22-20260723/conclusion.md
23,V23,RF-First Branching,audit,target_or_audit,,,,,,2026-07-22T19:17:49.000Z,2026-07-22T19:36:56.056Z,19.117616295814514,,,,source-records/native-rf-first-branching-v23-20260723/conclusion.md
24,V24,Guarded RF Frontier,audit,target_or_audit,,,,,,2026-07-22T19:49:20.000Z,2026-07-22T19:52:26.383Z,3.106397632757823,,,,source-records/native-guarded-rf-frontier-v24-20260723/conclusion.md
25,V25,Ranked RF-First Scheduling,audit,target_or_audit,,,,,,2026-07-22T19:55:42.000Z,2026-07-22T19:58:46.244Z,3.070734985669454,,,,source-records/native-ranked-rf-first-v25-20260723/conclusion.md
26,V26,Batch Clause Minimization Opportunity,audit,target_or_audit,,,,,,2026-07-22T20:08:35.000Z,2026-07-22T20:25:06.477Z,16.524624955654144,,,,source-records/batch-clause-minimization-opportunity-v26-20260723/conclusion.md
27,V27,Cached Clause Minimization Shadow,audit,target_or_audit,,,,,,2026-07-22T20:28:43.000Z,2026-07-22T20:37:40.000Z,8.95,,,,source-records/cached-clause-minimization-shadow-v27-20260723/conclusion.md
28,V28,Cached Clause Minimization Takeover,audit,target_or_audit,,,,,,2026-07-22T20:38:24.000Z,2026-07-22T20:57:59.000Z,19.583333333333332,,,,source-records/cached-clause-minimization-takeover-v28-20260723/conclusion.md
29,V29,Cached Clause Minimization,failed,exact725,444,12707.903,12731.129,67956215808,0.05,2026-07-22T20:43:11.000Z,2026-07-22T20:57:59.000Z,14.8,0,-0.23081809390889108,-0.243297010643706,source-records/cached-clause-minimization-vs-adaptive-full-v29-20260723/conclusion.md
30,V30,Theory-Restart Epoch Scheduling,failed,target_or_audit,,,,,,2026-07-22T21:09:12.000Z,2026-07-22T21:26:24.000Z,17.2,,,,source-records/theory-restart-epoch-profile-v30-20260723/conclusion.md
31,V31,Conjunctive Loop-Bound Inference,failed,target_or_audit,,,,,,2026-07-22T21:39:05.000Z,2026-07-22T21:40:32.000Z,1.45,,,,source-records/conjunctive-loop-bound-coverage-v31-20260723/conclusion.md
32,V32,Affine Loop-Bound Certificates,failed,target_or_audit,,,,,,2026-07-22T21:41:35.000Z,2026-07-22T21:43:04.000Z,1.4833333333333334,,,,source-records/affine-loop-bound-coverage-v32-20260723/conclusion.md
33,V33,Must-Assume Loop Bounds,failed,target_or_audit,,,,,,2026-07-22T21:44:09.000Z,2026-07-22T21:45:41.000Z,1.5333333333333334,,,,source-records/must-assume-loop-bound-coverage-v33-20260723/conclusion.md
34,V34,Existing Polynomial Loop Accelerator,failed,target_or_audit,,,,,,2026-07-22T21:47:00.000Z,2026-07-22T22:16:33.000Z,29.55,,,,source-records/existing-loop-acceleration-feasibility-v34-20260723/conclusion.md
35,V35,Interference-Stable Loop Normalization,failed,target_or_audit,,,,,,2026-07-22T22:17:57.000Z,2026-07-22T22:20:01.000Z,2.066666666666667,,,,source-records/interference-stable-loop-coverage-v35-20260723/conclusion.md
36,V36,Concurrency k-Induction,failed,target_or_audit,,,,,,2026-07-22T22:22:17.000Z,2026-07-22T22:35:59.000Z,13.7,,,,source-records/concurrency-kinduction-feasibility-v36-20260723/conclusion.md
37,V37,No independent experiment record,missing,missing,,,,,,,,,,,,
38,V38,Event-Transparent Loop Summary,failed,target_or_audit,,,,,,2026-07-22T22:38:51.000Z,2026-07-22T22:41:45.000Z,2.9,,,,source-records/event-transparent-loop-coverage-v38-20260723/conclusion.md
39,V39,Zero-Net-Effect Spinloop Summary,failed,target_or_audit,,,,,,2026-07-22T22:42:57.000Z,2026-07-22T22:45:02.757Z,2.095950547854106,,,,source-records/zne-spinloop-coverage-v39-20260723/conclusion.md
40,V40,Timeout Loop Taxonomy,audit,target_or_audit,,,,,,2026-07-22T22:46:29.472Z,2026-07-22T22:46:30.760Z,0.02146647373835246,,,,source-records/timeout-loop-taxonomy-v40-20260723/conclusion.md
41,V41,Nondeterministic Bulk Initialization,audit,target_or_audit,,,,,,2026-07-22T22:48:16.727Z,2026-07-22T22:52:07.765Z,3.850634717941284,,,,source-records/nondet-bulk-init-feasibility-v41-20260723/conclusion.md
42,V42,Nondeterministic Bulk-Init Shadow,failed,target_or_audit,,,,,,2026-07-22T22:59:56.212Z,2026-07-22T23:12:21.040Z,12.413804841041564,,,,source-records/nondet-bulk-init-shadow-v42-20260723/conclusion.md
43,V43,Post-Initialization Weaver Loop Summary,failed,target_or_audit,,,,,,2026-07-22T23:14:54.000Z,2026-07-22T23:18:41.000Z,3.783333333333333,,,,source-records/post-init-weaver-loop-taxonomy-v43-20260723/conclusion.md
44,V44,Shallow Counterexample Prepass,audit,target_or_audit,,,,,,2026-07-22T23:21:08.000Z,2026-07-22T23:27:04.000Z,5.933333333333334,,,,source-records/shallow-counterexample-prepass-v44-20260723/conclusion.md
45,V45,Integrated Shallow Counterexample Prepass,audit,target_or_audit,,,,,,2026-07-22T23:27:04.000Z,2026-07-22T23:34:32.000Z,7.466666666666667,,,,source-records/shallow-counterexample-integrated-v45-20260723/conclusion.md
46,V46,Counterexample-Only Shallow Prepass,successful,exact725,460,11761.158,11787.863,68226453504,-2.915,2026-07-22T23:34:32.000Z,2026-07-22T23:48:22.000Z,13.833333333333334,16,-7.663671029887576,-7.634401617466747,source-records/shallow-counterexample-full-v46-20260723/conclusion.md
47,V47,Shallow Prepass Trigger,failed,target_or_audit,,,,,,2026-07-22T23:52:26.000Z,2026-07-22T23:54:03.000Z,1.6166666666666667,,,,source-records/shallow-prepass-trigger-v47-20260723/conclusion.md
48,V48,Post V46 Timeout Portfolio,audit,target_or_audit,,,,,,2026-07-22T23:55:46.000Z,2026-07-22T23:58:01.000Z,2.25,,,,source-records/post-v46-timeout-portfolio-v48-20260723/conclusion.md
49,V49,Interference-Closed Predicate Analysis Design,audit,target_or_audit,,,,,,2026-07-23T00:16:17.000Z,2026-07-23T00:53:04.000Z,36.78333333333333,,,,source-records/goto-ir-admission-v52-20260723/conclusion.md
50,V50,Interference Predicate Syntax,failed,target_or_audit,,,,,,2026-07-23T00:02:17.000Z,2026-07-23T00:07:10.883Z,4.89805094798406,,,,source-records/interference-predicate-syntax-v50-20260723/conclusion.md
51,V51,Immutable Array Predicate Syntax,failed,target_or_audit,,,,,,2026-07-23T00:08:41.000Z,2026-07-23T00:12:29.000Z,3.8,,,,source-records/immutable-array-predicate-syntax-v51-20260723/conclusion.md
52,V52,GOTO Ir Admission,failed,target_or_audit,,,,,,2026-07-23T00:16:17.000Z,2026-07-23T00:53:04.000Z,36.78333333333333,,,,source-records/goto-ir-admission-v52-20260723/conclusion.md
53,V53,Interference Predicate Implementation,audit,target_or_audit,,,,,,2026-07-23T00:55:16.000Z,2026-07-23T02:30:15.882Z,94.99803940455119,,,,source-records/interference-predicate-implementation-v53-20260723/conclusion.md
54,V54,Recursive Worker Predicate,failed,target_or_audit,,,,,,2026-07-23T02:40:55.376Z,2026-07-23T02:56:16.000Z,15.343718405564626,,,,source-records/recursive-worker-predicate-gate-v54-20260723/conclusion.md
55,V55,Recursive Worker Resource,audit,target_or_audit,,,,,,2026-07-23T02:50:07.000Z,2026-07-23T02:56:16.000Z,6.15,,,,source-records/recursive-worker-resource-gate-v55-20260723/conclusion.md
56,V56,Recursive-Worker Interference Fixed Point,successful,exact725,462,11174.783,12039.904,66480758784,-1.51,2026-07-23T02:57:03.000Z,2026-07-23T03:16:04.000Z,19.016666666666666,18,-12.267275105255804,-5.659495921503687,source-records/recursive-worker-vs-v46-full-v56-20260723/conclusion.md
57,V57,Loop-Contained Create Prefilter,audit,target_or_audit,,,,,,2026-07-23T03:12:09.000Z,2026-07-23T03:15:18.000Z,3.15,,,,source-records/loop-contained-create-prefilter-v57-20260723/conclusion.md
58,V58,Loop Create Resource,audit,target_or_audit,,,,,,2026-07-23T03:16:04.000Z,2026-07-23T03:21:28.000Z,5.4,,,,source-records/loop-create-resource-gate-v58-20260723/conclusion.md
59,V59,Refined Loop Filter,audit,exact725,462,11639.443,11668.661,67978014720,0.001,2026-07-23T03:24:52.000Z,2026-07-23T03:37:32.000Z,12.666666666666666,18,-8.619250087714803,-8.568427068763096,source-records/refined-loop-filter-vs-v56-full-v59-20260723/conclusion.md
60,V60,Optimize,audit,target_or_audit,,,,,,2026-07-23T03:41:54.000Z,2026-07-23T06:03:47.317Z,141.88861819903056,,,,source-records/optimize-integration-v60-20260723/conclusion.md
61,V61,Recursive Worker Failure,failed,target_or_audit,,,,,,2026-07-23T06:10:17.000Z,2026-07-23T06:14:56.000Z,4.65,,,,source-records/recursive-worker-failure-audit-v61-20260723/conclusion.md
62,V62,Finite Worker Fixedpoint,failed,target_or_audit,,,,,,2026-07-23T06:16:00.000Z,2026-07-23T06:19:37.000Z,3.6166666666666667,,,,source-records/finite-worker-fixedpoint-audit-v62-20260723/conclusion.md
63,V63,Assignment Lhs Shape,audit,target_or_audit,,,,,,2026-07-23T06:20:59.000Z,2026-07-23T06:28:09.000Z,7.166666666666667,,,,source-records/assignment-lhs-shape-audit-v63-20260723/conclusion.md
64,V64,Prethread Pointer Havoc,failed,target_or_audit,,,,,,2026-07-23T06:29:22.000Z,2026-07-23T06:34:43.000Z,5.35,,,,source-records/prethread-pointer-havoc-v64-20260723/conclusion.md
65,V65,Logical Array Bulk Havoc,failed,target_or_audit,,,,,,2026-07-23T06:37:28.000Z,2026-07-23T06:44:24.000Z,6.933333333333334,,,,source-records/logical-array-bulk-havoc-v65-20260723/conclusion.md
66,V66,Multi Template Worker,audit,target_or_audit,,,,,,2026-07-23T06:46:39.000Z,2026-07-23T06:50:48.000Z,4.15,,,,source-records/multi-template-worker-feasibility-v66-20260723/conclusion.md
67,V67,Multi Template Direct,audit,target_or_audit,,,,,,2026-07-23T06:52:41.000Z,2026-07-23T06:57:36.000Z,4.916666666666667,,,,source-records/multi-template-direct-gate-v67-20260723/conclusion.md
68,V68,Multi Template Portfolio,audit,target_or_audit,,,,,,2026-07-23T06:57:36.000Z,2026-07-23T07:04:08.000Z,6.533333333333333,,,,source-records/multi-template-portfolio-gate-v68-20260723/conclusion.md
69,V69,Multi-Template Worker Fixed Point,successful,exact725,464,11547.367,11576.159,63791366144,-0.789,2026-07-23T07:04:08.000Z,2026-07-23T07:24:33.000Z,20.416666666666668,20,-9.34213467325069,-9.293240597863427,source-records/multi-template-vs-v57-full-v69-20260723/conclusion.md
70,V70,Adaptive Multi Template Scheduling,audit,target_or_audit,,,,,,2026-07-23T07:26:37.000Z,2026-07-23T07:31:50.000Z,5.216666666666667,,,,source-records/adaptive-multi-template-scheduling-v70-20260723/conclusion.md
71,V71,Adaptive Multi Template,audit,target_or_audit,,,,,,2026-07-23T07:31:50.000Z,2026-07-23T07:35:39.000Z,3.816666666666667,,,,source-records/adaptive-multi-template-gate-v71-20260723/conclusion.md
72,V72,Cost-Aware Multi-Template Scheduling,audit,exact725,464,11540.239,11574.964,63707824128,0.232,2026-07-23T07:35:39.000Z,2026-07-23T07:50:26.000Z,14.783333333333333,20,-9.39809628459023,-9.30260420262089,source-records/adaptive-multi-template-vs-v69-full-v72-20260723/conclusion.md
73,V73,Relational Worker Product,failed,target_or_audit,,,,,,2026-07-23T07:53:07.000Z,2026-07-23T08:06:08.000Z,13.016666666666667,,,,source-records/relational-worker-product-feasibility-v73-20260723/conclusion.md
74,V74,Commuting Worker Product,failed,target_or_audit,,,,,,2026-07-23T08:01:15.000Z,2026-07-23T08:06:08.000Z,4.883333333333334,,,,source-records/commuting-worker-product-gate-v74-20260723/conclusion.md
75,V75,Sequential Worker Product,audit,target_or_audit,,,,,,2026-07-23T08:07:01.000Z,2026-07-23T08:16:20.000Z,9.316666666666666,,,,source-records/sequential-worker-product-gate-v75-20260723/conclusion.md
76,V76,Stuttering Loop Product,audit,target_or_audit,,,,,,2026-07-23T08:17:43.000Z,2026-07-23T08:20:35.000Z,2.8666666666666667,,,,source-records/stuttering-loop-product-feasibility-v76-20260723/conclusion.md
77,V77,Stuttering Loop Product,failed,target_or_audit,,,,,,2026-07-23T08:20:35.000Z,2026-07-23T08:33:59.000Z,13.4,,,,source-records/stuttering-loop-product-gate-v77-20260723/conclusion.md
78,V78,Relational Domain,audit,target_or_audit,,,,,,2026-07-23T08:34:28.000Z,2026-07-23T08:37:11.000Z,2.716666666666667,,,,source-records/relational-domain-feasibility-v78-20260723/conclusion.md
79,V79,Relational Fold Induction,failed,target_or_audit,,,,,,2026-07-23T08:37:11.000Z,2026-07-23T08:42:50.000Z,5.65,,,,source-records/relational-fold-induction-v79-20260723/conclusion.md
80,V80,Relational Fold Checker,audit,target_or_audit,,,,,,2026-07-23T08:42:50.000Z,2026-07-23T09:06:32.666Z,23.7111159046491,,,,source-records/relational-fold-checker-v80-20260723/conclusion.md
81,V81,Native Fold Commutativity,failed,target_or_audit,,,,,,2026-07-23T09:07:58.000Z,2026-07-23T09:19:49.000Z,11.85,,,,source-records/native-fold-commutativity-v81-20260723/conclusion.md
82,V82,Native Relational Fold,failed,exact725,474,10955.735,10986.572,65449635840,20.13,2026-07-23T09:19:49.000Z,2026-07-23T09:33:07.000Z,13.3,30,-13.987011222077383,-13.913039458230447,source-records/native-relational-fold-full-v82-20260723/conclusion.md
83,V83,Native Relational Fold Exec,failed,exact725,474,10949.734,10984.914,61722783744,-4.69,2026-07-23T09:33:07.000Z,2026-07-23T09:47:26.000Z,14.316666666666666,30,-14.03412480648375,-13.926030970103142,source-records/native-relational-fold-exec-full-v83-20260723/conclusion.md
84,V84,Native Relational Fold,successful,exact725,474,10936.837925558,10968.347739661,61851742208,-3.288,2026-07-23T09:47:26.000Z,2026-07-23T10:17:33.000Z,30.116666666666667,30,-14.135371314021494,-14.055838429620838,source-records/native-relational-fold-inline-full-v84-20260723/conclusion.md
85,V85,Optimize Native Fold,audit,target_or_audit,,,,,,2026-07-23T10:06:28.000Z,2026-07-23T10:17:33.000Z,11.083333333333334,,,,source-records/optimize-native-fold-integration-v85-20260723/conclusion.md
86,V86,Relational Fold Generalization,audit,target_or_audit,,,,,,2026-07-23T10:19:20.000Z,2026-07-23T10:23:18.000Z,3.966666666666667,,,,source-records/relational-fold-generalization-audit-v86-20260723/conclusion.md
87,V87,Algebraic Segment Certificates,audit,target_or_audit,,,,,,2026-07-23T10:24:12.000Z,2026-07-23T10:28:06.000Z,3.9,,,,source-records/algebraic-segment-certificates-v87-20260723/conclusion.md
88,V88,Algebraic Segment,audit,target_or_audit,,,,,,2026-07-23T10:29:51.000Z,2026-07-23T10:34:52.000Z,5.016666666666667,,,,source-records/algebraic-segment-integration-v88-20260723/conclusion.md
89,V89,Algebraic Segment Certificates,successful,exact725,481,10506.757471286,10541.448344443,60167909376,-3.186,2026-07-23T10:35:36.000Z,2026-07-23T10:47:05.000Z,11.483333333333333,37,-17.51191385424371,-17.400873750140946,source-records/algebraic-segment-vs-v84-full-v89-20260723/conclusion.md
90,V90,Optimize Algebraic Segment,audit,target_or_audit,,,,,,2026-07-23T10:49:03.000Z,2026-07-23T10:52:42.000Z,3.65,,,,source-records/optimize-algebraic-segment-integration-v90-20260723/conclusion.md
91,V91,No independent experiment record,missing,missing,,,,,,,,,,,,
92,V92,Composite Summary Checker,audit,target_or_audit,,,,,,2026-07-23T10:56:32.000Z,2026-07-23T11:05:03.721Z,8.528691919644674,,,,source-records/composite-summary-checker-v92-20260723/conclusion.md
93,V93,Composite Summary,audit,target_or_audit,,,,,,2026-07-23T11:07:32.000Z,2026-07-23T11:13:00.193Z,5.46988867521286,,,,source-records/composite-summary-integration-v93-20260723/conclusion.md
94,V94,Composite Summary,audit,target_or_audit,,,,,,2026-07-23T11:14:57.000Z,2026-07-23T11:26:30.131Z,11.552188022931416,,,,source-records/composite-summary-vs-v89-full-v94-20260723/conclusion.md
95,V95,Composite Loop Summaries,successful,exact725,484,10326.648,10358.443,59424276480,,2026-07-23T11:27:16.000Z,2026-07-23T11:32:51.000Z,5.583333333333333,40,-18.925945311970683,-18.83484003789636,source-records/optimize-composite-summary-integration-v95-20260723/conclusion.md
96,V96,Synthesized Segment Summary,failed,target_or_audit,,,,,,2026-07-23T11:35:48.000Z,2026-07-23T11:40:26.000Z,4.633333333333334,,,,source-records/synthesized-segment-summary-audit-v96-20260723/conclusion.md
97,V97,Phase Ordered Stream Checker,audit,target_or_audit,,,,,,2026-07-23T11:43:04.000Z,2026-07-23T11:47:16.000Z,4.2,,,,source-records/phase-ordered-stream-checker-v97-20260723/conclusion.md
98,V98,Phase Ordered Stream,audit,target_or_audit,,,,,,2026-07-23T11:48:16.000Z,2026-07-23T11:51:12.000Z,2.933333333333333,,,,source-records/phase-ordered-stream-integration-v98-20260723/conclusion.md
99,V99,Phase-Ordered Stream Cancellation,successful,exact725,488,10082.093,10113.262,58278821888,-1.99,2026-07-23T11:52:25.000Z,2026-07-23T12:02:36.000Z,10.183333333333334,44,-20.84593575264716,-20.755993157594787,source-records/phase-ordered-stream-vs-v95-full-v99-20260723/conclusion.md
100,V100,Optimize Stream,audit,target_or_audit,,,,,,2026-07-23T12:02:56.000Z,2026-07-23T12:06:46.000Z,3.8333333333333335,,,,source-records/optimize-stream-integration-v100-20260723/conclusion.md
101,V101,Thread Orbit Symmetry,failed,target_or_audit,,,,,,2026-07-23T12:09:37.000Z,2026-07-23T12:14:51.000Z,5.233333333333333,,,,source-records/thread-orbit-symmetry-audit-v101-20260723/conclusion.md
102,V102,Atomic Commutative Fold,audit,target_or_audit,,,,,,2026-07-23T12:16:37.000Z,2026-07-23T12:18:04.744Z,1.4624121069908143,,,,source-records/atomic-commutative-fold-audit-v102-20260723/conclusion.md
103,V103,Joined Effect Checker,audit,target_or_audit,,,,,,2026-07-23T12:23:25.000Z,2026-07-23T12:31:35.000Z,8.166666666666666,,,,source-records/joined-effect-checker-v103-20260723/conclusion.md
104,V104,Joined Effect,audit,target_or_audit,,,,,,2026-07-23T12:32:19.000Z,2026-07-23T12:38:58.000Z,6.65,,,,source-records/joined-effect-integration-v104-20260723/conclusion.md
105,V105,Joined-Effect Summary,successful,exact725,497,9527.519156369,9787.19079449505,55308947456,-3.55,2026-07-23T12:39:31.000Z,2026-07-23T12:51:02.000Z,11.516666666666667,53,-25.199870362124532,-23.31097381963495,source-records/joined-effect-vs-v100-full-v105-20260723/conclusion.md
106,V106,Relational Effect Design,audit,target_or_audit,,,,,,2026-07-23T12:54:53.000Z,2026-07-23T12:55:57.002Z,1.0667089780171712,,,,source-records/relational-effect-design-v106-20260723/conclusion.md
107,V107,Relational Effect Checker,audit,target_or_audit,,,,,,2026-07-23T12:57:57.000Z,2026-07-23T13:12:56.973Z,14.999555758635204,,,,source-records/relational-effect-checker-v107-20260723/conclusion.md
108,V108,Native Effect Invariant,failed,target_or_audit,,,,,,2026-07-23T13:15:34.000Z,2026-07-23T13:33:35.597Z,18.026617356141408,,,,source-records/native-effect-invariant-feasibility-v108-20260723/conclusion.md
109,V109,Native JPEQ Prototype,failed,target_or_audit,,,,,,2026-07-23T13:46:48.000Z,2026-07-23T15:08:28.792Z,81.67986976305643,,,,source-records/native-jpeq-prototype-v109-20260723/conclusion.md
110,V110,Native JCES,failed,exact725,502,9224.029552,9521.241465,53717577728,-2.42,2026-07-23T14:24:51.000Z,2026-07-23T14:36:44.810Z,11.896844557921092,58,-27.58255376354005,-25.394860352609072,source-records/native-jces-vs-v105-full-v110-20260723/conclusion.md
111,V111,Native JCES Wrapper,audit,target_or_audit,,,,,,2026-07-23T14:43:58.000Z,2026-07-23T14:48:54.107Z,4.935128124554952,,,,source-records/native-jces-wrapper-gate-v111-20260723/conclusion.md
112,V112,Native JCES,successful,exact725,503,9168.254086,9467.964007,53660835840,-2.52,2026-07-23T14:55:13.000Z,2026-07-23T15:06:22.000Z,11.15,59,-28.020444469288353,-25.812324000470454,source-records/native-jces-corrected-full-v112-20260723/conclusion.md
113,V113,JCES Rejection Timeout,audit,target_or_audit,,,,,,2026-07-23T15:55:48.000Z,2026-07-23T16:15:13.852Z,19.43087557156881,,,,source-records/jces-rejection-timeout-audit-v113-20260723/conclusion.md
114,V114,Time Sliced Unwind Portfolio,failed,target_or_audit,,,,,,2026-07-23T16:17:32.000Z,2026-07-23T16:33:28.254Z,15.937576254208883,,,,source-records/time-sliced-unwind-portfolio-v114-20260724/conclusion.md
115,V115,Wrapper Stage Timing,audit,target_or_audit,,,,,,2026-07-23T16:33:28.254Z,2026-07-23T16:49:46.046Z,16.296524945894877,,,,source-records/wrapper-stage-timing-audit-v115-20260724/conclusion.md
116,V116,Native Pipeline Timing,audit,target_or_audit,,,,,,2026-07-23T16:49:46.046Z,2026-07-23T17:10:34.000Z,20.799232133229573,,,,source-records/native-pipeline-timing-audit-v116-20260724/conclusion.md
117,V117,Abstract Valueset Prepass,failed,target_or_audit,,,,,,2026-07-23T17:10:34.000Z,2026-07-23T17:37:47.566Z,27.226100540161134,,,,source-records/abstract-valueset-prepass-v117-20260724/conclusion.md
118,V118,Precise Loop Transformer,audit,target_or_audit,,,,,,2026-07-23T17:39:39.044Z,2026-07-23T17:50:20.973Z,10.698824401696523,,,,source-records/precise-loop-transformer-audit-v118-20260724/conclusion.md
119,V119,Solver RVF Bottleneck,audit,target_or_audit,,,,,,2026-07-23T17:50:22.697Z,2026-07-23T17:54:28.922Z,4.103737994035085,,,,source-records/solver-rvf-bottleneck-audit-v119-20260724/conclusion.md
120,V120,Basic Clause Minimization,failed,target_or_audit,,,,,,2026-07-23T18:01:03.291Z,2026-07-23T18:07:49.242Z,6.765855276584626,,,,source-records/basic-clause-minimization-v120-20260724/conclusion.md
121,V121,RVF Value Class,audit,target_or_audit,,,,,,2026-07-23T18:08:00.827Z,2026-07-23T18:15:28.525Z,7.461637008190155,,,,source-records/rvf-value-class-audit-v121-20260724/conclusion.md
122,V122,Prefix-Affine Envelope,successful,exact725,504,9029.505,9315.012,52818817024,-1.5,2026-07-23T18:15:28.525Z,2026-07-23T19:11:40.132Z,56.19345372915268,60,-29.109757379564584,-27.010802779055197,source-records/prefix-affine-envelope-v122-20260724/conclusion.md
123,V123,Prefix Affine Generalization,failed,target_or_audit,,,,,,2026-07-23T19:14:17.000Z,2026-07-23T19:20:29.056Z,6.200947837034861,,,,source-records/prefix-affine-generalization-audit-v123-20260724/conclusion.md
124,V124,Prefix Affine Reset,audit,target_or_audit,,,,,,2026-07-23T19:21:00.000Z,2026-07-23T20:08:16.715Z,47.278592586517334,,,,source-records/prefix-affine-reset-v124-20260724/conclusion.md
125,V125,Prefix Affine Counterexample,failed,target_or_audit,,,,,,2026-07-23T20:17:49.000Z,2026-07-24T03:44:28.450Z,446.6575005491575,,,,source-records/prefix-affine-counterexample-audit-v125-20260724/conclusion.md
126,V126,Ticket-Rank Serializability,successful,exact725,508,8765.685,8810.449,52494516224,-0.45,2026-07-24T03:48:11.430Z,2026-07-24T05:13:04.000Z,84.87615491946538,64,-31.180996479395994,-30.96438311984183,source-records/ticket-rank-serializability-audit-v126-20260724/conclusion.md
